"Date","OrderTime","AssetType","Security","TradeSide","OrderType","FilledQuantity","FilledPrice","FilledAmount","OrderQuantity","OrderPrice","RealizedPnL","Commission","Status","LastUpdatedAt"
"2011-01-04","09:30:00","Equity","002028.XSHE","Buy","MarketOrder","500 shares","26.24","13120","500 shares","-","0","5","Filled","2011-01-04 09:30:00"
"2011-01-04","09:30:00","Equity","601898.XSHG","Buy","MarketOrder","1200 shares","11.11","13332","1200 shares","-","0","5","Filled","2011-01-04 09:30:00"
"2011-01-04","09:30:00","Equity","600395.XSHG","Buy","MarketOrder","400 shares","34.5","13800","400 shares","-","0","5","Filled","2011-01-04 09:30:00"
"2011-01-04","09:30:00","Equity","601699.XSHG","Buy","MarketOrder","200 shares","61.42","12284","200 shares","-","0","5","Filled","2011-01-04 09:30:00"
"2011-01-04","09:30:00","Equity","000937.XSHE","Buy","MarketOrder","300 shares","42.2","12660","300 shares","-","0","5","Filled","2011-01-04 09:30:00"
"2011-01-04","09:30:00","Equity","601088.XSHG","Buy","MarketOrder","500 shares","25.22","12610","500 shares","-","0","5","Filled","2011-01-04 09:30:00"
"2011-01-04","09:30:00","Equity","600585.XSHG","Buy","MarketOrder","400 shares","29.88","11952","400 shares","-","0","5","Filled","2011-01-04 09:30:00"
"2011-01-11","09:30:00","Equity","000937.XSHE","Sell","MarketOrder","-100 shares","39.68","-3968","-100 shares","-","-252","8.97","Filled","2011-01-11 09:30:00"
"2011-01-13","09:30:00","Equity","000937.XSHE","Sell","MarketOrder","-100 shares","40","-4000","-100 shares","-","-220","9","Filled","2011-01-13 09:30:00"
"2011-01-14","09:30:00","Equity","600395.XSHG","Sell","MarketOrder","-200 shares","32.73","-6546","-200 shares","-","-354","11.55","Filled","2011-01-14 09:30:00"
"2011-01-14","09:30:00","Equity","601699.XSHG","Sell","MarketOrder","-100 shares","57.3","-5730","-100 shares","-","-412","10.73","Filled","2011-01-14 09:30:00"
"2011-01-14","09:30:00","Equity","600585.XSHG","Sell","MarketOrder","-200 shares","28.1","-5620","-200 shares","-","-356","10.62","Filled","2011-01-14 09:30:00"
"2011-01-17","09:30:00","Equity","002028.XSHE","Sell","MarketOrder","-200 shares","24.5","-4900","-200 shares","-","-348","9.9","Filled","2011-01-17 09:30:00"
"2011-01-17","09:30:00","Equity","601898.XSHG","Sell","MarketOrder","-600 shares","10.51","-6306","-600 shares","-","-360","11.31","Filled","2011-01-17 09:30:00"
"2011-01-17","09:30:00","Equity","600395.XSHG","Sell","MarketOrder","-200 shares","29.98","-5996","-200 shares","-","-904","11","Filled","2011-01-17 09:30:00"
"2011-01-17","09:30:00","Equity","601699.XSHG","Sell","MarketOrder","-100 shares","53.65","-5365","-100 shares","-","-777","10.36","Filled","2011-01-17 09:30:00"
"2011-01-17","09:30:00","Equity","000937.XSHE","Sell","MarketOrder","-100 shares","36.55","-3655","-100 shares","-","-565","8.65","Filled","2011-01-17 09:30:00"
